TIME_BIN TIME_MIN TIME TIME_MAX COUNTS STAT_ERR AREA EXPOSURE COUNT_RATE COUNT_RATE_ERR
1.0 373885004.70664 373885006.32716 373885007.94768 0.0 0.0 2908.480178091029 0.0 0.0 0.0
2.0 373885007.94768 373885009.5682 373885011.18872 0.0 0.0 2908.480178091029 0.0 0.0 0.0
3.0 373885011.18872 373885012.80924 373885014.42976 0.0 0.0 2908.480178091029 0.0 0.0 0.0
4.0 373885014.42976 373885016.05028 373885017.6708 0.0 0.0 2908.480178091029 0.0 0.0 0.0
5.0 373885017.67080003 373885019.29132 373885020.91184 0.0 0.0 2908.480178091029 0.0 0.0 0.0
6.0 373885020.91184 373885022.53236 373885024.15288 0.0 0.0 2908.480178091029 0.0 0.0 0.0
7.0 373885024.15288 373885025.7734 373885027.39392 0.0 0.0 2908.480178091029 0.0 0.0 0.0
8.0 373885027.39392 373885029.01444 373885030.63496 0.0 0.0 2908.480178091029 0.0 0.0 0.0
9.0 373885030.63496 373885032.25548 373885033.876 0.0 0.0 2908.480178091029 0.0 0.0 0.0
10.0 373885033.876 373885035.49652 373885037.11704 0.0 0.0 2908.480178091029 0.0 0.0 0.0
11.0 373885037.11704 373885038.73756 373885040.35807997 0.0 0.0 2908.480178091029 0.0 0.0 0.0
12.0 373885040.35808 373885041.9786 373885043.59912 0.0 0.0 2908.480178091029 0.0 0.0 0.0
13.0 373885043.59912 373885045.21964 373885046.84016 0.0 0.0 2908.480178091029 0.0 0.0 0.0
14.0 373885046.84016 373885048.46068 373885050.0812 0.0 0.0 2908.480178091029 0.0 0.0 0.0
15.0 373885050.0812 373885051.70172 373885053.32224 0.0 0.0 2908.480178091029 0.0 0.0 0.0
16.0 373885053.32224 373885054.94276 373885056.56328 0.0 0.0 2908.480178091029 0.0 0.0 0.0
17.0 373885056.56328 373885058.1838 373885059.80432 0.0 0.0 2908.480178091029 0.0 0.0 0.0
18.0 373885059.80432 373885061.42484 373885063.04535997 0.0 0.0 2908.480178091029 0.0 0.0 0.0
19.0 373885063.04536 373885064.66588 373885066.2864 0.0 0.0 2908.480178091029 0.0 0.0 0.0
20.0 373885066.2864 373885067.90692 373885069.52744 0.0 0.0 2908.480178091029 0.0 0.0 0.0
21.0 373885069.52744 373885071.14796 373885072.76848 0.0 0.0 2908.480178091029 0.0 0.0 0.0
22.0 373885072.76848 373885074.389 373885076.00952 0.0 0.0 2908.480178091029 0.0 0.0 0.0
23.0 373885076.00952 373885077.63004 373885079.25056 0.0 0.0 2908.480178091029 0.0 0.0 0.0
