TIME_BIN TIME_MIN TIME TIME_MAX COUNTS STAT_ERR AREA EXPOSURE COUNT_RATE COUNT_RATE_ERR
1.0 314649734.89766 314649736.51818 314649738.1387 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
2.0 314649738.1387 314649739.75922 314649741.37974 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
3.0 314649741.37974 314649743.00026 314649744.62078 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
4.0 314649744.62078 314649746.2413 314649747.86182 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
5.0 314649747.86182004 314649749.48234004 314649751.10286003 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
6.0 314649751.10286003 314649752.72338 314649754.3439 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
7.0 314649754.3439 314649755.96442 314649757.58494 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
8.0 314649757.58494 314649759.20546 314649760.82598 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
9.0 314649760.82598 314649762.4465 314649764.06702 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
10.0 314649764.06702 314649765.68754 314649767.30806 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
11.0 314649767.30806 314649768.92858 314649770.5491 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
12.0 314649770.54910004 314649772.16962004 314649773.79014003 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
13.0 314649773.79014003 314649775.41066 314649777.03118 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
14.0 314649777.03118 314649778.6517 314649780.27222 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
15.0 314649780.27222 314649781.89274 314649783.51326 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
16.0 314649783.51326 314649785.13378 314649786.7543 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
17.0 314649786.7543 314649788.37482 314649789.99534 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
18.0 314649789.99534 314649791.61586 314649793.23638 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
19.0 314649793.23638004 314649794.85690004 314649796.47742003 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
20.0 314649796.47742003 314649798.09794 314649799.71846 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
21.0 314649799.71846 314649801.33898 314649802.9595 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
22.0 314649802.9595 314649804.58002 314649806.20054 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
23.0 314649806.20054 314649807.82106 314649809.44158 0.0 0.0 1972.6915052341424 0.0 0.0 0.0
